processed-text,ensemble_sentiment_label
yet indeed sister daughter father daughter mother became wife,positive
came pas god caused wander father house said unto thy kindness thou shalt show unto every place whither shall come say brother,positive
abimelech took sheep ox manservant womenservants gave unto abraham restored sarah wife,positive
abimelech said behold land thee dwell pleaseth thee,neutral
unto sarah said behold given thy brother thousand piece silver behold thee covering eye unto thee thus reproved,positive
abraham prayed unto god god healed abimelech wife maidservant bare child,positive
lord fast closed womb house abimelech sarah abraham wife,neutral
lord visited sarah said lord unto sarah spoken,neutral
sarah conceived bare abraham son old age set time god spoken,positive
abraham called name son born unto sarah bare isaac,positive
abraham circumcised son isaac eight day old god commanded,positive
abraham hundred year old son isaac born unto,positive
sarah said god hath made laugh hear laugh,positive
said would said unto abraham sarah given child suck born son old age,positive
child grew weaned abraham made great feast day isaac weaned,positive
sarah saw son hagar egyptian born unto abraham mocking,negative
wherefore said unto abraham cast bondwoman son son bondwoman shall heir son even isaac,neutral
thing grievous abraham sight son,negative
god said unto abraham let grievous thy sight lad thy bondwoman sarah hath said unto thee hearken unto voice isaac shall thy seed called,negative
also son bondwoman make nation thy seed,neutral
abraham rose early morning took bread bottle water gave unto hagar putting shoulder child sent away departed wandered wilderness beersheba,neutral
water spent bottle cast child one shrub,positive
went sat good way bow shot said let see death child sat lift voice wept,negative
god heard voice lad angel god called hagar heaven said unto aileth thee hagar fear god hath heard voice lad,positive
arise lift lad hold thine hand make great nation,positive
god opened eye saw well water went filled bottle water gave lad drink,positive
god lad grew dwelt wilderness became archer,positive
dwelt wilderness paran mother took wife land egypt,neutral
came pas time abimelech phichol chief captain host spake unto abraham saying god thee thou doest,positive
therefore swear unto god thou wilt deal falsely son son son according kindness done unto thee thou shalt unto land wherein thou hast sojourned,positive
abraham said swear,neutral
abraham reproved abimelech well water abimelech servant violently taken away,negative
abimelech said wot hath done thing neither didst thou tell neither yet heard day,positive
abraham took sheep ox gave unto abimelech made covenant,neutral
abraham set seven ewe lamb flock,neutral
abimelech said unto abraham mean seven ewe lamb thou hast set,neutral
said seven ewe lamb shalt thou take hand may witness unto digged well,positive
wherefore called place beersheba sware,neutral
thus made covenant beersheba abimelech rose phichol chief captain host returned land philistine,positive
abraham planted grove beersheba called name lord everlasting god,positive
abraham sojourned philistine land many day,neutral
came pas thing god tempt abraham said unto abraham said behold,neutral
said take thy son thine son isaac thou lovest get thee land moriah offer burnt offering upon one mountain tell thee,negative
abraham rose early morning saddled as took two young men isaac son clave wood burnt offering rose went unto place god told,positive
third day abraham lifted eye saw place afar,negative
abraham said unto young men abide ye as lad go yonder worship come,neutral
abraham took wood burnt offering laid upon isaac son took fire hand knife went together,positive
isaac spake unto abraham father said father said son said behold fire wood lamb burnt offering,negative
abraham said son god provide lamb burnt offering went together,negative
came place god told abraham built altar laid wood order bound isaac son laid altar upon wood,positive
abraham stretched forth hand took knife slay son,positive
angel lord called unto heaven said abraham abraham said,positive
said lay thine hand upon lad neither thou thing unto know thou fearest god seeing thou hast withheld thy son thine son,negative
abraham lifted eye looked behold behind ram caught thicket horn abraham went took ram offered burnt offering stead son,negative
abraham called name place jehovahjireh said day mount lord shall seen,positive
angel lord called unto abraham heaven second time,positive
said sworn saith lord thou hast done thing hast withheld thy son thine son,neutral
blessing bless thee multiplying multiply thy seed star heaven sand upon sea shore thy seed shall posse gate enemy,positive
thy seed shall nation earth blessed thou hast obeyed voice,positive
abraham returned unto young men rose went together beersheba abraham dwelt beersheba,neutral
came pas thing told abraham saying behold milcah hath also born child unto thy brother nahor,neutral
huz firstborn buz brother kemuel father aram,neutral
chesed hazo pildash jidlaph bethuel,neutral
